row_id,known_status_count,login_attempts,login_attempts_known_outcome,complete_body_measurements,complete_duration_measurements,pending_at_scoring,timeouts,telemetry_dropped_in_window,interval_fully_observed,insufficient_history,telemetry_defects
168,13,0,0,13,13,0,0,0,True,False,0
169,11,0,0,11,11,0,0,0,True,False,0
170,9,0,0,9,9,0,0,0,True,False,0
171,7,0,0,7,7,0,0,0,True,False,0
172,7,0,0,7,7,0,0,0,True,False,0
173,9,0,0,9,9,0,0,0,True,False,0
174,6,0,0,6,6,0,0,0,True,False,0
175,7,0,0,7,7,0,0,0,True,False,0
176,7,0,0,7,7,0,0,0,True,False,0
177,8,0,0,8,8,0,0,0,True,False,0
178,7,0,0,7,7,0,0,0,True,False,0
179,8,0,0,8,8,0,0,0,True,False,0
180,6,0,0,6,6,0,0,0,True,False,0
181,7,0,0,7,7,0,0,0,True,False,0
182,7,0,0,7,7,0,0,0,True,False,0
183,9,0,0,9,9,0,0,0,True,False,0
184,7,0,0,7,7,0,0,0,True,False,0
185,6,0,0,6,6,0,0,0,True,False,0
186,14,0,0,14,14,0,0,0,True,False,0
187,14,0,0,14,14,0,0,0,True,False,0
188,13,0,0,13,13,0,0,0,True,False,0
189,11,0,0,11,11,0,0,0,True,False,0
190,14,0,0,14,14,0,0,0,True,False,0
191,13,0,0,13,13,0,0,0,True,False,0
192,13,0,0,13,13,0,0,0,True,False,0
193,12,0,0,12,12,0,0,0,True,False,0
194,4,0,0,4,4,0,0,0,True,False,0
195,4,0,0,4,4,0,0,0,True,False,0
196,6,0,0,6,6,0,0,0,True,False,0
197,4,0,0,4,4,0,0,0,True,False,0
198,4,0,0,4,4,0,0,0,True,False,0
199,4,0,0,4,4,0,0,0,True,False,0
200,11,0,0,11,11,0,0,0,True,False,0
201,6,0,0,6,6,0,0,0,True,False,0
202,11,0,0,11,11,0,0,0,True,False,0
203,14,0,0,14,14,0,0,0,True,False,0
204,12,0,0,12,12,0,0,0,True,False,0
205,8,0,0,8,8,0,0,0,True,False,0
206,3,0,0,3,3,0,0,0,True,False,0
207,9,0,0,9,9,0,0,0,True,False,0
208,11,0,0,11,11,0,0,0,True,False,0
209,11,0,0,11,11,0,0,0,True,False,0
210,11,0,0,11,11,0,0,0,True,False,0
211,11,0,0,11,11,0,0,0,True,False,0
212,11,0,0,11,11,0,0,0,True,False,0
213,11,0,0,11,11,0,0,0,True,False,0
214,10,0,0,10,10,0,0,0,True,False,0
215,12,0,0,12,12,0,0,0,True,False,0
216,11,0,0,11,11,0,0,0,True,False,0
217,10,0,0,10,10,0,0,0,True,False,0
218,11,0,0,11,11,0,0,0,True,False,0
219,8,8,8,8,8,0,0,0,True,False,0
220,5,0,0,5,5,0,0,0,True,False,0
221,13,0,0,13,13,0,0,0,True,False,0
222,10,0,0,10,10,0,0,0,True,False,0
223,117,117,117,117,117,0,0,0,True,False,0
224,1184,0,0,1184,1184,0,0,0,True,False,0
225,88,0,0,88,88,0,0,0,True,False,0
226,47,0,0,47,47,0,0,0,True,False,0
227,73,0,0,73,73,0,0,0,True,False,0
228,11,0,0,11,11,0,0,0,True,False,0
229,10,0,0,10,10,0,0,0,True,False,0
230,11,0,0,11,11,0,0,0,True,False,0
231,10,0,0,10,10,0,0,0,True,False,0
232,10,0,0,10,10,0,0,0,True,False,0
233,8,0,0,8,8,0,0,0,True,False,0
234,8,0,0,8,8,0,0,0,True,False,0
235,7,0,0,7,7,0,0,0,True,False,0
236,8,0,0,8,8,0,0,0,True,False,0
237,8,0,0,8,8,0,0,0,True,False,0
238,7,0,0,7,7,0,0,0,True,False,0
239,8,0,0,8,8,0,0,0,True,False,0
240,8,0,0,8,8,0,0,0,True,False,0
241,7,0,0,7,7,0,0,0,True,False,0
242,7,0,0,7,7,0,0,0,True,False,0
243,7,0,0,7,7,0,0,0,True,False,0
244,6,0,0,6,6,0,0,0,True,False,0
245,8,0,0,8,8,0,0,0,True,False,0
246,5,0,0,5,5,0,0,0,True,False,0
247,8,0,0,8,8,0,0,0,True,False,0
248,7,0,0,7,7,0,0,0,True,False,0
249,14,0,0,14,14,0,0,0,True,False,0
250,10,0,0,10,10,0,0,0,True,False,0
251,12,0,0,12,12,0,0,0,True,False,0
252,13,0,0,13,13,0,0,0,True,False,0
253,13,0,0,13,13,0,0,0,True,False,0
254,12,0,0,12,12,0,0,0,True,False,0
255,14,0,0,14,14,0,0,0,True,False,0
256,14,0,0,14,14,0,0,0,True,False,0
257,4,0,0,4,4,0,0,0,True,False,0
258,4,0,0,4,4,0,0,0,True,False,0
259,6,0,0,6,6,0,0,0,True,False,0
260,4,0,0,4,4,0,0,0,True,False,0
261,4,0,0,4,4,0,0,0,True,False,0
262,4,0,0,4,4,0,0,0,True,False,0
263,13,0,0,13,13,0,0,0,True,False,0
264,6,0,0,6,6,0,0,0,True,False,0
265,6,0,0,6,6,0,0,0,True,False,0
266,9,0,0,9,9,0,0,0,True,False,0
267,14,0,0,14,14,0,0,0,True,False,0
268,10,0,0,10,10,0,0,0,True,False,0
269,9,0,0,9,9,0,0,0,True,False,0
270,7,0,0,7,7,0,0,0,True,False,0
271,7,0,0,7,7,0,0,0,True,False,0
272,13,0,0,13,13,0,0,0,True,False,0
273,9,0,0,9,9,0,0,0,True,False,0
274,11,0,0,11,11,0,0,0,True,False,0
275,11,0,0,11,11,0,0,0,True,False,0
276,9,0,0,9,9,0,0,0,True,False,0
277,11,0,0,11,11,0,0,0,True,False,0
278,10,0,0,10,10,0,0,0,True,False,0
279,12,0,0,12,12,0,0,0,True,False,0
280,9,0,0,9,9,0,0,0,True,False,0
281,10,1,1,10,10,0,0,0,True,False,0
282,7,7,7,7,7,0,0,0,True,False,0
283,5,0,0,5,5,0,0,0,True,False,0
284,11,1,1,11,11,0,0,0,True,False,0
285,8,1,1,8,8,0,0,0,True,False,0
286,117,117,117,117,117,0,0,0,True,False,0
287,1202,0,0,1202,1202,1,0,0,True,False,0
288,92,0,0,92,92,0,0,0,True,False,0
289,50,0,0,50,50,0,0,0,True,False,0
290,73,0,0,73,73,0,0,0,True,False,0
291,11,1,1,11,11,0,0,0,True,False,0
292,12,1,1,12,12,0,0,0,True,False,0
293,10,1,1,10,10,0,0,0,True,False,0
294,12,1,1,12,12,0,0,0,True,False,0
295,11,1,1,11,11,0,0,0,True,False,0
296,8,0,0,8,8,0,0,0,True,False,0
297,7,0,0,7,7,0,0,0,True,False,0
298,6,0,0,6,6,0,0,0,True,False,0
299,7,0,0,7,7,0,0,0,True,False,0
300,7,0,0,7,7,0,0,0,True,False,0
301,8,0,0,8,8,0,0,0,True,False,0
302,9,0,0,9,9,0,0,0,True,False,0
303,7,0,0,7,7,0,0,0,True,False,0
304,6,0,0,6,6,0,0,0,True,False,0
305,9,0,0,9,9,0,0,0,True,False,0
306,9,0,0,9,9,0,0,0,True,False,0
307,8,0,0,8,8,0,0,0,True,False,0
308,6,0,0,6,6,0,0,0,True,False,0
309,8,0,0,8,8,0,0,0,True,False,0
310,5,0,0,5,5,0,0,0,True,False,0
311,7,0,0,7,7,0,0,0,True,False,0
312,14,0,0,14,14,0,0,0,True,False,0
313,13,0,0,13,13,0,0,0,True,False,0
314,12,0,0,12,12,0,0,0,True,False,0
315,12,0,0,12,12,0,0,0,True,False,0
316,13,0,0,13,13,0,0,0,True,False,0
317,13,0,0,13,13,0,0,0,True,False,0
318,13,0,0,13,13,0,0,0,True,False,0
319,12,0,0,12,12,0,0,0,True,False,0
320,4,0,0,4,4,0,0,0,True,False,0
321,4,0,0,4,4,0,0,0,True,False,0
322,6,0,0,6,6,0,0,0,True,False,0
323,4,0,0,4,4,0,0,0,True,False,0
324,4,0,0,4,4,0,0,0,True,False,0
325,4,0,0,4,4,0,0,0,True,False,0
326,12,0,0,12,12,0,0,0,True,False,0
327,6,0,0,6,6,0,0,0,True,False,0
328,12,0,0,12,12,0,0,0,True,False,0
329,8,0,0,8,8,0,0,0,True,False,0
330,4,0,0,4,4,0,0,0,True,False,0
331,11,0,0,11,11,0,0,0,True,False,0
332,7,0,0,7,7,0,0,0,True,False,0
333,4,0,0,4,4,0,0,0,True,False,0
334,11,0,0,11,11,0,0,0,True,False,0
335,17,0,0,17,17,0,0,0,True,False,0
336,11,0,0,11,11,0,0,0,True,False,0
337,11,0,0,11,11,0,0,0,True,False,0
338,10,0,0,10,10,0,0,0,True,False,0
339,10,0,0,10,10,0,0,0,True,False,0
340,10,0,0,10,10,0,0,0,True,False,0
341,11,0,0,11,11,0,0,0,True,False,0
342,11,0,0,11,11,0,0,0,True,False,0
343,9,0,0,9,9,0,0,0,True,False,0
344,9,0,0,9,9,0,0,0,True,False,0
345,8,8,8,8,8,0,0,0,True,False,0
346,5,0,0,5,5,0,0,0,True,False,0
347,7,0,0,7,7,0,0,0,True,False,0
348,10,0,0,10,10,0,0,0,True,False,0
349,121,121,121,121,121,0,0,0,True,False,0
350,1215,0,0,1215,1215,0,0,0,True,False,0
351,95,0,0,95,95,0,0,0,True,False,0
352,49,0,0,49,49,0,0,0,True,False,0
353,75,0,0,75,75,0,0,0,True,False,0
354,11,0,0,11,11,0,0,0,True,False,0
355,7,0,0,7,7,0,0,0,True,False,0
356,9,0,0,9,9,0,0,0,True,False,0
357,8,0,0,8,8,0,0,0,True,False,0
358,8,0,0,8,8,0,0,0,True,False,0
359,7,0,0,7,7,0,0,0,True,False,0
360,7,0,0,7,7,0,0,0,True,False,0
361,7,0,0,7,7,0,0,0,True,False,0
362,8,0,0,8,8,0,0,0,True,False,0
363,7,0,0,7,7,0,0,0,True,False,0
364,8,0,0,8,8,0,0,0,True,False,0
365,7,0,0,7,7,0,0,0,True,False,0
366,7,0,0,7,7,0,0,0,True,False,0
367,7,0,0,7,7,0,0,0,True,False,0
368,7,0,0,7,7,0,0,0,True,False,0
369,6,0,0,6,6,0,0,0,True,False,0
370,7,0,0,7,7,0,0,0,True,False,0
371,8,0,0,8,8,0,0,0,True,False,0
372,6,0,0,6,6,0,0,0,True,False,0
373,8,0,0,8,8,0,0,0,True,False,0
374,7,0,0,7,7,0,0,0,True,False,0
375,14,0,0,14,14,0,0,0,True,False,0
376,12,0,0,12,12,0,0,0,True,False,0
377,16,0,0,16,16,0,0,0,True,False,0
378,15,0,0,15,15,0,0,0,True,False,0
379,13,0,0,13,13,0,0,0,True,False,0
380,12,0,0,12,12,0,0,0,True,False,0
381,13,0,0,13,13,0,0,0,True,False,0
382,12,0,0,12,12,0,0,0,True,False,0
383,4,0,0,4,4,0,0,0,True,False,0
384,4,0,0,4,4,0,0,0,True,False,0
385,6,0,0,6,6,0,0,0,True,False,0
386,4,0,0,4,4,0,0,0,True,False,0
387,4,0,0,4,4,0,0,0,True,False,0
388,4,0,0,4,4,0,0,0,True,False,0
389,12,0,0,12,12,0,0,0,True,False,0
390,6,0,0,6,6,0,0,0,True,False,0
391,15,0,0,15,15,0,0,0,True,False,0
392,6,0,0,6,6,0,0,0,True,False,0
393,9,0,0,9,9,0,0,0,True,False,0
394,11,0,0,11,11,0,0,0,True,False,0
395,5,0,0,5,5,0,0,0,True,False,0
396,13,0,0,13,13,0,0,0,True,False,0
397,14,0,0,14,14,0,0,0,True,False,0
398,4,0,0,4,4,0,0,0,True,False,0
399,8,0,0,8,8,0,0,0,True,False,0
400,11,0,0,11,11,0,0,0,True,False,0
401,11,0,0,11,11,0,0,0,True,False,0
402,11,0,0,11,11,0,0,0,True,False,0
403,12,0,0,12,12,0,0,0,True,False,0
404,11,0,0,11,11,0,0,0,True,False,0
405,9,0,0,9,9,0,0,0,True,False,0
406,10,0,0,10,10,0,0,0,True,False,0
407,7,0,0,7,7,0,0,0,True,False,0
408,7,7,7,7,7,0,0,0,True,False,0
409,5,0,0,5,5,0,0,0,True,False,0
410,10,0,0,10,10,0,0,0,True,False,0
411,8,0,0,8,8,0,0,0,True,False,0
412,122,122,122,122,122,0,0,0,True,False,0
413,1181,0,0,1181,1181,0,0,0,True,False,0
414,93,0,0,93,93,0,0,0,True,False,0
415,44,0,0,44,44,0,0,0,True,False,0
416,73,0,0,73,73,0,0,0,True,False,0
417,9,0,0,9,9,0,0,0,True,False,0
418,8,0,0,8,8,0,0,0,True,False,0
419,8,0,0,8,8,0,0,0,True,False,0
420,7,0,0,7,7,0,0,0,True,False,0
421,8,0,0,8,8,0,0,0,True,False,0
422,8,0,0,8,8,0,0,0,True,False,0
423,7,0,0,7,7,0,0,0,True,False,0
424,7,0,0,7,7,0,0,0,True,False,0
425,9,0,0,9,9,0,0,0,True,False,0
426,6,0,0,6,6,0,0,0,True,False,0
427,7,0,0,7,7,0,0,0,True,False,0
428,7,0,0,7,7,0,0,0,True,False,0
429,10,0,0,10,10,0,0,0,True,False,0
430,7,0,0,7,7,0,0,0,True,False,0
431,8,0,0,8,8,0,0,0,True,False,0
432,7,0,0,7,7,0,0,0,True,False,0
433,8,0,0,8,8,0,0,0,True,False,0
434,6,0,0,6,6,0,0,0,True,False,0
435,10,0,0,10,10,0,0,0,True,False,0
436,7,0,0,7,7,0,0,0,True,False,0
437,6,0,0,6,6,0,0,0,True,False,0
438,11,0,0,11,11,0,0,0,True,False,0
439,12,0,0,12,12,0,0,0,True,False,0
440,13,0,0,13,13,0,0,0,True,False,0
441,12,0,0,12,12,0,0,0,True,False,0
442,14,0,0,14,14,0,0,0,True,False,0
443,13,0,0,13,13,0,0,0,True,False,0
444,12,0,0,12,12,0,0,0,True,False,0
445,14,0,0,14,14,0,0,0,True,False,0
446,4,0,0,4,4,0,0,0,True,False,0
447,4,0,0,4,4,0,0,0,True,False,0
448,6,0,0,6,6,0,0,0,True,False,0
449,4,0,0,4,4,0,0,0,True,False,0
450,4,0,0,4,4,0,0,0,True,False,0
451,4,0,0,4,4,0,0,0,True,False,0
452,12,0,0,12,12,0,0,0,True,False,0
453,6,0,0,6,6,0,0,0,True,False,0
454,8,0,0,8,8,0,0,0,True,False,0
455,13,0,0,13,13,0,0,0,True,False,0
456,8,0,0,8,8,0,0,0,True,False,0
457,11,0,0,11,11,0,0,0,True,False,0
458,18,0,0,18,18,0,0,0,True,False,0
459,11,0,0,11,11,0,0,0,True,False,0
460,9,0,0,9,9,0,0,0,True,False,0
461,9,0,0,9,9,0,0,0,True,False,0
462,9,0,0,9,9,0,0,0,True,False,0
463,11,0,0,11,11,0,0,0,True,False,0
464,12,0,0,12,12,0,0,0,True,False,0
465,11,0,0,11,11,0,0,0,True,False,0
466,11,0,0,11,11,0,0,0,True,False,0
467,9,0,0,9,9,0,0,0,True,False,0
468,9,0,0,9,9,0,0,0,True,False,0
469,12,0,0,12,12,0,0,0,True,False,0
470,8,0,0,8,8,0,0,0,True,False,0
471,8,8,8,8,8,0,0,0,True,False,0
472,5,0,0,5,5,0,0,0,True,False,0
473,9,0,0,9,9,0,0,0,True,False,0
474,9,0,0,9,9,0,0,0,True,False,0
475,116,116,116,116,116,0,0,0,True,False,0
476,1201,0,0,1201,1201,2,0,0,True,False,0
477,91,0,0,91,91,0,0,0,True,False,0
478,49,0,0,49,49,0,0,0,True,False,0
479,75,0,0,75,75,0,0,0,True,False,0
480,8,0,0,8,8,0,0,0,True,False,0
481,8,0,0,8,8,0,0,0,True,False,0
482,8,0,0,8,8,0,0,0,True,False,0
483,8,0,0,8,8,0,0,0,True,False,0
484,8,0,0,8,8,0,0,0,True,False,0
485,8,0,0,8,8,0,0,0,True,False,0
486,6,0,0,6,6,0,0,0,True,False,0
487,9,0,0,9,9,0,0,0,True,False,0
488,7,0,0,7,7,0,0,0,True,False,0
489,6,0,0,6,6,0,0,0,True,False,0
490,8,0,0,8,8,0,0,0,True,False,0
491,8,0,0,8,8,0,0,0,True,False,0
492,7,0,0,7,7,0,0,0,True,False,0
493,7,0,0,7,7,0,0,0,True,False,0
494,6,0,0,6,6,0,0,0,True,False,0
495,8,0,0,8,8,0,0,0,True,False,0
496,6,0,0,6,6,0,0,0,True,False,0
497,9,0,0,9,9,0,0,0,True,False,0
498,8,0,0,8,8,0,0,0,True,False,0
499,7,0,0,7,7,0,0,0,True,False,0
500,8,0,0,8,8,0,0,0,True,False,0
501,13,0,0,13,13,0,0,0,True,False,0
502,13,0,0,13,13,0,0,0,True,False,0
503,13,0,0,13,13,0,0,0,True,False,0
504,14,0,0,14,14,0,0,0,True,False,0
505,13,0,0,13,13,0,0,0,True,False,0
506,12,0,0,12,12,0,0,0,True,False,0
507,15,0,0,15,15,0,0,0,True,False,0
508,14,0,0,14,14,0,0,0,True,False,0
509,4,0,0,4,4,0,0,0,True,False,0
510,4,0,0,4,4,0,0,0,True,False,0
511,6,0,0,6,6,0,0,0,True,False,0
512,4,0,0,4,4,0,0,0,True,False,0
513,4,0,0,4,4,0,0,0,True,False,0
514,4,0,0,4,4,0,0,0,True,False,0
515,12,0,0,12,12,0,0,0,True,False,0
516,6,0,0,6,6,0,0,0,True,False,0
517,8,0,0,8,8,0,0,0,True,False,0
518,6,0,0,6,6,0,0,0,True,False,0
519,9,0,0,9,9,0,0,0,True,False,0
520,6,0,0,6,6,0,0,0,True,False,0
521,8,0,0,8,8,0,0,0,True,False,0
522,8,0,0,8,8,0,0,0,True,False,0
523,10,0,0,10,10,0,0,0,True,False,0
524,13,0,0,13,13,0,0,0,True,False,0
525,9,0,0,9,9,0,0,0,True,False,0
526,12,0,0,12,12,0,0,0,True,False,0
527,9,0,0,9,9,0,0,0,True,False,0
528,11,0,0,11,11,0,0,0,True,False,0
529,12,0,0,12,12,0,0,0,True,False,0
530,9,0,0,9,9,0,0,0,True,False,0
531,12,0,0,12,12,0,0,0,True,False,0
532,11,0,0,11,11,0,0,0,True,False,0
533,7,0,0,7,7,0,0,0,True,False,0
534,7,7,7,7,7,0,0,0,True,False,0
535,5,0,0,5,5,0,0,0,True,False,0
536,8,0,0,8,8,0,0,0,True,False,0
537,8,0,0,8,8,0,0,0,True,False,0
538,124,124,124,124,124,0,0,0,True,False,0
539,1183,0,0,1183,1183,0,0,0,True,False,0
540,92,0,0,92,92,0,0,0,True,False,0
541,51,0,0,51,51,0,0,0,True,False,0
542,77,0,0,77,77,0,0,0,True,False,0
543,8,0,0,8,8,0,0,0,True,False,0
544,9,0,0,9,9,0,0,0,True,False,0
545,9,0,0,9,9,0,0,0,True,False,0
546,8,0,0,8,8,0,0,0,True,False,0
547,9,0,0,9,9,0,0,0,True,False,0
548,6,0,0,6,6,0,0,0,True,False,0
549,8,0,0,8,8,0,0,0,True,False,0
550,8,0,0,8,8,0,0,0,True,False,0
551,7,0,0,7,7,0,0,0,True,False,0
552,7,0,0,7,7,0,0,0,True,False,0
553,7,0,0,7,7,0,0,0,True,False,0
554,7,0,0,7,7,0,0,0,True,False,0
555,7,0,0,7,7,0,0,0,True,False,0
556,6,0,0,6,6,0,0,0,True,False,0
557,9,0,0,9,9,0,0,0,True,False,0
558,8,0,0,8,8,0,0,0,True,False,0
559,7,0,0,7,7,0,0,0,True,False,0
560,6,0,0,6,6,0,0,0,True,False,0
561,7,0,0,7,7,0,0,0,True,False,0
562,7,0,0,7,7,0,0,0,True,False,0
563,7,0,0,7,7,0,0,0,True,False,0
564,14,0,0,14,14,0,0,0,True,False,0
565,15,0,0,15,15,0,0,0,True,False,0
566,11,0,0,11,11,0,0,0,True,False,0
567,14,0,0,14,14,0,0,0,True,False,0
568,14,0,0,14,14,0,0,0,True,False,0
569,12,0,0,12,12,0,0,0,True,False,0
570,13,0,0,13,13,0,0,0,True,False,0
571,12,0,0,12,12,0,0,0,True,False,0
572,4,0,0,4,4,0,0,0,True,False,0
573,4,0,0,4,4,0,0,0,True,False,0
574,5,0,0,5,5,0,0,0,True,False,0
